"ITTER107","Territorio","TIPO_DATO15","Tipo indicatore","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE1","Toscana","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2018","2018",202.3,,
"ITE1","Toscana","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2019","2019",206.1,,
"ITE1","Toscana","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2020","2020",211.4,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2002","2002",44.9,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2003","2003",45.1,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2004","2004",45.1,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2005","2005",45.2,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2006","2006",45.3,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2007","2007",45.4,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2008","2008",45.4,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2009","2009",45.5,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2010","2010",45.6,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2011","2011",45.7,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2012","2012",45.8,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2013","2013",45.9,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2014","2014",46.1,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2015","2015",46.3,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2016","2016",46.5,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2017","2017",46.7,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2018","2018",46.9,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2019","2019",47.1,,
"ITE1","Toscana","MEANAGEP","età media della popolazione - al 1° gennaio","2020","2020",47.3,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2002","2002",80.8,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2003","2003",80.8,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2004","2004",81.5,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2005","2005",81.5,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2006","2006",81.9,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2007","2007",81.9,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2008","2008",81.9,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2009","2009",82.1,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2010","2010",82.5,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2011","2011",82.7,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2012","2012",82.6,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2013","2013",83,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2014","2014",83.2,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2015","2015",82.8,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2016","2016",83.4,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2017","2017",83.3,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2018","2018",83.6,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2019","2019",83.6,,
"ITE1","Toscana","LIFEEXP0T","speranza di vita alla nascita - totale","2020","2020",83.1,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2002","2002",19.3,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2003","2003",19.1,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2004","2004",19.8,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2005","2005",19.7,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2006","2006",20,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2007","2007",20,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2008","2008",20,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2009","2009",20.1,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2010","2010",20.5,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2011","2011",20.6,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2012","2012",20.5,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2013","2013",20.8,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2014","2014",21.1,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2015","2015",20.7,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2016","2016",21.2,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2017","2017",21,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2018","2018",21.2,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2019","2019",21.3,,
"ITE1","Toscana","LIFEEXP65T","speranza di vita a 65 anni - totale","2020","2020",20.7,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2002","2002",8.6,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2003","2003",8.5,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2004","2004",9,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2005","2005",9.1,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2006","2006",9.1,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2007","2007",9.3,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2008","2008",9.5,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2009","2009",8.9,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2010","2010",8.9,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2011","2011",8.7,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2012","2012",8.5,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2013","2013",8.3,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2014","2014",7.9,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2015","2015",7.4,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2016","2016",7.2,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2017","2017",7,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2018","2018",6.6,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2019","2019",6.4,,
"ITE2","Umbria","BIRTHRATE","tasso di natalità (per mille abitanti)","2020","2020",6.1,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2002","2002",11.1,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2003","2003",11.4,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2004","2004",10.7,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2005","2005",11.7,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2006","2006",11.1,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2007","2007",11.2,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2008","2008",11.7,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2009","2009",11.2,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2010","2010",11.2,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2011","2011",11.2,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2012","2012",11.7,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2013","2013",11.3,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2014","2014",11.1,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2015","2015",12.2,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2016","2016",11.6,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2017","2017",12.3,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2018","2018",11.5,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2019","2019",11.8,,
"ITE2","Umbria","DEATHRATE","tasso di mortalità (per mille abitanti)","2020","2020",12.7,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2002","2002",4.8,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2003","2003",4.6,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2004","2004",4.5,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2005","2005",4.5,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2006","2006",4.4,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2007","2007",4.2,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2008","2008",4.3,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2009","2009",3.7,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2010","2010",3.5,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2011","2011",3.4,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2012","2012",3.3,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2013","2013",2.9,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2014","2014",3,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2015","2015",3,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2016","2016",3,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2017","2017",2.9,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2018","2018",3,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2019","2019",2.9,,
"ITE2","Umbria","MARRATE","tasso di nuzialità (per mille abitanti)","2020","2020",1.5,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2002","2002",2.9,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2003","2003",2.4,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2004","2004",1.6,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2005","2005",2.6,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2006","2006",1.3,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2007","2007",1.8,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2008","2008",1.6,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2009","2009",1.3,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2010","2010",1.2,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2011","2011",0.2,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2012","2012",1.1,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2013","2013",-0.2,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2014","2014",-1,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2015","2015",0.3,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2016","2016",0.2,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2017","2017",0.1,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2018","2018",0.2,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2019","2019",0.1,,
"ITE2","Umbria","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2020","2020",0.5,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2002","2002",5.4,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2003","2003",13.5,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2004","2004",9.6,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2005","2005",6.8,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2006","2006",4.4,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2007","2007",13.5,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2008","2008",11.3,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2009","2009",7,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2010","2010",6.1,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2011","2011",3.3,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2012","2012",4.7,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2013","2013",2.5,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2014","2014",0,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2015","2015",-0.2,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2016","2016",0.7,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2017","2017",0.1,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2018","2018",1.5,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2019","2019",3,,
"ITE2","Umbria","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2020","2020",1.8,,
"ITE2","Umbria","NMIGRATEOR","saldo migratorio per altro motivo (per mille abitanti)","2019","2019",-2.1,,
"ITE2","Umbria","NMIGRATEOR","saldo migratorio per altro motivo (per mille abitanti)","2020","2020",-1,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2002","2002",8.3,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2003","2003",15.8,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2004","2004",11.2,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2005","2005",9.4,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2006","2006",5.8,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2007","2007",15.2,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2008","2008",12.9,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2009","2009",8.2,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2010","2010",7.4,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2011","2011",3.5,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2012","2012",5.8,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2013","2013",2.4,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2014","2014",-1,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2015","2015",0.1,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2016","2016",0.9,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2017","2017",0.2,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2018","2018",1.8,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2019","2019",1,,
"ITE2","Umbria","TMIGRATE","saldo migratorio totale (per mille abitanti)","2020","2020",1.3,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2002","2002",-2.6,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2003","2003",-2.9,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2004","2004",-1.7,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2005","2005",-2.6,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2006","2006",-2,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2007","2007",-1.9,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2008","2008",-2.2,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2009","2009",-2.2,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2010","2010",-2.3,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2011","2011",-2.5,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2012","2012",-3.2,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2013","2013",-3.1,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2014","2014",-3.2,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2015","2015",-4.8,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2016","2016",-4.4,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2017","2017",-5.3,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2018","2018",-4.9,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2019","2019",-5.4,,
"ITE2","Umbria","GROWTHRATEN","crescita naturale (per mille abitanti)","2020","2020",-6.7,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2002","2002",5.7,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2003","2003",13,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2004","2004",9.4,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2005","2005",6.8,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2006","2006",3.8,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2007","2007",13.3,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2008","2008",10.7,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2009","2009",6,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2010","2010",5.1,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2011","2011",1.1,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2012","2012",2.6,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2013","2013",-0.7,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2014","2014",-4.3,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2015","2015",-4.7,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2016","2016",-3.5,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2017","2017",-5.1,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2018","2018",-3.1,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2019","2019",-4.4,,
"ITE2","Umbria","GROWTHRATET","tasso di crescita totale (per mille abitanti)","2020","2020",-5.4,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2002","2002",1.24,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2003","2003",1.23,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2004","2004",1.31,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2005","2005",1.34,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2006","2006",1.36,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2007","2007",1.4,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2008","2008",1.44,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2009","2009",1.38,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2010","2010",1.41,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2011","2011",1.39,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2012","2012",1.39,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2013","2013",1.38,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2014","2014",1.34,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2015","2015",1.29,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2016","2016",1.28,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2017","2017",1.26,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2018","2018",1.22,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2019","2019",1.2,,
"ITE2","Umbria","TFR","numero medio di figli per donna","2020","2020",1.16,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2002","2002",30.6,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2003","2003",30.8,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2004","2004",30.6,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2005","2005",30.7,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2006","2006",30.9,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2007","2007",31,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2008","2008",30.9,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2009","2009",31.1,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2010","2010",31,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2011","2011",31.3,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2012","2012",31.4,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2013","2013",31.4,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2014","2014",31.5,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2015","2015",31.6,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2016","2016",31.8,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2017","2017",31.9,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2018","2018",31.9,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2019","2019",32.1,,
"ITE2","Umbria","MEANAGECH","età media della madre al parto","2020","2020",32.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2002","2002",78.2,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2003","2003",78.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2004","2004",78.9,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2005","2005",78.4,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2006","2006",79.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2007","2007",79.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2008","2008",79.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2009","2009",79.8,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2010","2010",79.8,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2011","2011",80.4,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2012","2012",80.2,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2013","2013",80.4,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2014","2014",81,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2015","2015",80.5,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2016","2016",81.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2017","2017",81.3,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2018","2018",81.9,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2019","2019",82,,
"ITE2","Umbria","LIFEEXP0M","speranza di vita alla nascita - maschi","2020","2020",81.2,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2002","2002",17.4,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2003","2003",17.3,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2004","2004",18,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2005","2005",17.6,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2006","2006",18.2,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2007","2007",18.3,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2008","2008",18.2,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2009","2009",18.5,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2010","2010",18.7,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2011","2011",18.9,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2012","2012",18.8,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2013","2013",19.1,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2014","2014",19.5,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2015","2015",19,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2016","2016",19.7,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2017","2017",19.5,,
"ITE2","Umbria","LIFEEXP65M","speranza di vita a 65 anni - maschi","2018","2018",20.1,,
